title,price,item_id,genres_Action,genres_Adventure,genres_Free to Play,t_recom,t_sent_neg,t_sent_pos
gauntlet™ slayer edition,19.99,258970,1,0,0,5,1,7
gauntlet™ slayer edition,19.99,258970,0,1,0,5,1,7
gauntlet™ slayer edition,19.99,258970,0,0,0,5,1,7
schrödinger’s cat and the raiders of the lost quark,9.99,295490,1,0,0,1,0,1
schrödinger’s cat and the raiders of the lost quark,9.99,295490,0,1,0,1,0,1
transocean: the shipping company,19.99,289930,0,0,0,2,0,2
beyond gravity,1.99,317510,1,0,0,1,0,1
beyond gravity,1.99,317510,0,0,0,1,0,1
911: first responders®,4.99,323610,0,0,0,3,0,3
the vanishing of ethan carter,19.99,258520,0,1,0,6,0,6
the vanishing of ethan carter,19.99,258520,0,0,0,6,0,6
starpoint gemini 2,34.99,236150,1,0,0,3,1,4
starpoint gemini 2,34.99,236150,0,0,0,3,1,4
tinykeep,9.99,278620,1,0,0,2,0,2
tinykeep,9.99,278620,0,1,0,2,0,2
tinykeep,9.99,278620,0,0,0,2,0,2
starwhal,11.99,263020,1,0,0,7,3,4
starwhal,11.99,263020,0,0,0,7,3,4
outland,9.99,305050,1,0,0,1,0,1
outland,9.99,305050,0,1,0,1,0,1
outland,9.99,305050,0,0,0,1,0,1
6180 the moon,3.99,299660,1,0,0,2,0,2
6180 the moon,3.99,299660,0,0,0,2,0,2
the stalin subway,3.99,311140,1,0,0,0,1,0
quake live™,9.99,282440,1,0,0,26,5,26
final fantasy iv,15.99,312750,0,0,0,2,0,2
shadowrun: dragonfall - director's cut,14.99,300550,0,1,0,2,0,2
shadowrun: dragonfall - director's cut,14.99,300550,0,0,0,2,0,2
igt slots paradise garden,19.99,320970,0,0,0,0,0,1
rising angels: reborn,0.0,321840,0,1,0,1,0,1
rising angels: reborn,0.0,321840,0,0,0,1,0,1
rising angels: reborn,0.0,321840,0,0,1,1,0,1
uriel's chasm,4.99,292630,0,1,0,1,4,5
uriel's chasm,4.99,292630,0,0,0,1,4,5
hexcells infinite,4.99,304410,0,0,0,3,2,1
runers,9.99,306550,0,0,0,1,0,1
borealis,4.99,307170,1,0,0,1,0,1
borealis,4.99,307170,0,0,0,1,0,1
train fever,19.99,304730,0,0,0,3,0,3
anarchy arcade,0.0,266430,0,0,0,11,3,14
anarchy arcade,0.0,266430,0,0,1,11,3,14
hatoful boyfriend,9.99,310080,0,0,0,9,2,7
boo bunny plague,1.99,313590,1,0,0,1,0,1
boo bunny plague,1.99,313590,0,1,0,1,0,1
boo bunny plague,1.99,313590,0,0,0,1,0,1
dead rising 3 apocalypse edition,29.99,265550,1,0,0,13,3,13
planetary annihilation - digital deluxe add-on,34.99,321580,0,0,0,1,0,1
infinity wars: animated trading card game,0.0,257730,0,0,1,5,1,4
infinity wars: animated trading card game,0.0,257730,0,0,0,5,1,4
velocibox,7.99,317710,1,0,0,2,1,1
velocibox,7.99,317710,0,0,0,2,1,1
ford racing 3,4.99,315600,0,0,0,2,0,2
ford racing off road,4.99,315740,0,0,0,0,0,1
hack 'n' slash,13.37,246070,0,1,0,1,0,2
hack 'n' slash,13.37,246070,0,0,0,1,0,2
lethal league,13.99,261180,1,0,0,17,0,17
lethal league,13.99,261180,0,0,0,17,0,17
darkwind: war on wheels,0.0,295710,0,0,1,2,1,4
darkwind: war on wheels,0.0,295710,0,0,0,2,1,4
mountain,0.99,313340,0,0,0,29,3,28
detective grimoire,6.99,272600,0,1,0,2,0,2
detective grimoire,6.99,272600,0,0,0,2,0,2
ace - arena: cyber evolution,189.96,285580,1,0,0,2,0,3
ace - arena: cyber evolution,189.96,285580,0,0,1,2,0,3
ace - arena: cyber evolution,189.96,285580,0,0,0,2,0,3
risen 3 - titan lords,14.99,249230,0,0,0,1,0,1
five nights at freddy's,4.99,319510,0,0,0,91,38,66
king's bounty: dark side,12.99,289520,0,0,0,0,0,1
cubic castles,0.0,317470,1,0,0,3,2,5
cubic castles,0.0,317470,0,1,0,3,2,5
cubic castles,0.0,317470,0,0,0,3,2,5
cubic castles,0.0,317470,0,0,1,3,2,5
otttd,7.99,312630,0,0,0,3,0,3
ultra street fighter® iv,29.99,45760,1,0,0,20,4,17
amazing world™,0.0,293500,0,1,0,5,2,4
amazing world™,0.0,293500,0,0,1,5,2,4
amazing world™,0.0,293500,0,0,0,5,2,4
from the depths,19.99,268650,1,0,0,7,1,6
from the depths,19.99,268650,0,1,0,7,1,6
from the depths,19.99,268650,0,0,0,7,1,6
royal quest,0.0,295550,0,0,1,6,1,6
royal quest,0.0,295550,0,0,0,6,1,6
battle islands,0.0,305260,0,0,1,8,4,6
battle islands,0.0,305260,0,0,0,8,4,6
lovely planet ost,2.99,317890,1,0,0,1,0,1
lovely planet ost,2.99,317890,0,0,0,1,0,1
epigenesis,0.0,244590,1,0,0,4,1,4
epigenesis,0.0,244590,0,0,0,4,1,4
z steel soldiers,12.99,275510,0,0,0,1,0,1
guns and robots,0.0,293540,1,0,0,2,4,2
guns and robots,0.0,293540,0,0,1,2,4,2
guns and robots,0.0,293540,0,0,0,2,4,2
mount your friends,4.99,296470,0,0,0,18,2,16
industry empire,19.99,291930,0,0,0,0,1,0
colin mcrae rally,6.99,287340,0,0,0,1,0,2
pixel piracy,9.99,264140,0,1,0,27,8,23
pixel piracy,9.99,264140,0,0,0,27,8,23
lovely planet,5.99,298600,1,0,0,5,1,4
lovely planet,5.99,298600,0,0,0,5,1,4
super trench attack!,4.99,311870,1,0,0,1,0,1
super trench attack!,4.99,311870,0,0,0,1,0,1
gods will be watching,9.99,274290,0,1,0,5,2,4
gods will be watching,9.99,274290,0,0,0,5,2,4
terrorhedron tower defense,1.99,299720,0,0,0,1,0,2
unepic,12.99,233980,1,0,0,5,1,4
unepic,12.99,233980,0,0,0,5,1,4
only if,0.0,298260,0,1,0,9,1,10
only if,0.0,298260,0,0,1,9,1,10
only if,0.0,298260,0,0,0,9,1,10
the fifth day,14.99,312210,1,0,0,3,2,2
the fifth day,14.99,312210,0,1,0,3,2,2
the fifth day,14.99,312210,0,0,0,3,2,2
murder miners,0.99,274900,1,0,0,12,4,10
murder miners,0.99,274900,0,0,0,12,4,10
olliolli,12.99,274250,0,0,0,2,1,3
blood: one unit whole blood,4.99,299030,1,0,0,1,1,0
blood: one unit whole blood,4.99,299030,0,1,0,1,1,0
super panda adventures,2.99,311190,1,0,0,1,0,1
super panda adventures,2.99,311190,0,1,0,1,0,1
super panda adventures,2.99,311190,0,0,0,1,0,1
soul gambler,2.99,313020,0,1,0,1,0,2
soul gambler,2.99,313020,0,0,0,1,0,2
radiant defense,4.99,302970,0,0,0,1,0,1
abyss odyssey,14.99,255070,1,0,0,0,2,0
abyss odyssey,14.99,255070,0,1,0,0,2,0
abyss odyssey,14.99,255070,0,0,0,0,2,0
aperture tag: the paint gun testing initiative,4.99,280740,1,0,0,7,2,8
aperture tag: the paint gun testing initiative,4.99,280740,0,1,0,7,2,8
aperture tag: the paint gun testing initiative,4.99,280740,0,0,0,7,2,8
wild warfare,2.99,312150,1,0,0,5,0,5
wild warfare,2.99,312150,0,0,1,5,0,5
wild warfare,2.99,312150,0,0,0,5,0,5
meridian: new world,6.99,265120,0,0,0,1,0,1
real boxing™,4.99,296770,0,0,0,1,0,1
elsword,0.0,237310,1,0,0,25,5,21
elsword,0.0,237310,0,1,0,25,5,21
elsword,0.0,237310,0,0,0,25,5,21
elsword,0.0,237310,0,0,1,25,5,21
aeon command,2.99,304670,0,0,0,2,0,2
asteria,4.99,307130,1,0,0,1,0,1
asteria,4.99,307130,0,1,0,1,0,1
asteria,4.99,307130,0,0,0,1,0,1
fist of awesome,3.99,305070,1,0,0,2,0,2
fist of awesome,3.99,305070,0,1,0,2,0,2
fist of awesome,3.99,305070,0,0,0,2,0,2
aura kingdom,0.0,268420,0,1,0,21,1,22
aura kingdom,0.0,268420,0,0,0,21,1,22
aura kingdom,0.0,268420,0,0,1,21,1,22
z,6.99,275530,1,0,0,2,0,2
z,6.99,275530,0,0,0,2,0,2
neotokyo,0.0,244630,1,0,0,3,1,4
neotokyo,0.0,244630,0,0,1,3,1,4
unturned - permanent gold upgrade,4.99,306460,1,0,0,8,0,8
unturned - permanent gold upgrade,4.99,306460,0,1,0,8,0,8
unturned - permanent gold upgrade,4.99,306460,0,0,0,8,0,8
unturned - permanent gold upgrade,4.99,306460,0,0,1,8,0,8
memories of a vagabond,4.99,307070,0,1,0,3,0,3
memories of a vagabond,4.99,307070,0,0,0,3,0,3
valiant hearts: the great war™ / soldats inconnus : mémoires de la grande guerre™,14.99,260230,0,1,0,27,7,20
don bradman cricket 14,39.99,216260,0,0,0,4,0,5
shovel knight: treasure trove,24.99,250760,1,0,0,15,1,14
shovel knight: treasure trove,24.99,250760,0,1,0,15,1,14
shovel knight: treasure trove,24.99,250760,0,0,0,15,1,14
grid autosport,39.99,255220,0,0,0,6,1,5
sniper elite 3,29.99,238090,1,0,0,15,4,13
sniper elite 3,29.99,238090,0,1,0,15,4,13
sniper elite 3 season pass,29.99,308310,1,0,0,1,1,0
sniper elite 3 season pass,29.99,308310,0,1,0,1,1,0
world end economica episode.01,12.99,269250,0,0,0,2,0,2
heroes rise: the prodigy,4.99,299540,0,0,0,2,0,2
ichi,4.99,300300,0,0,0,1,0,1
spintires™,14.99,263280,0,1,0,33,8,27
spintires™,14.99,263280,0,0,0,33,8,27
space run,14.99,275670,0,0,0,1,0,1
farm for your life,9.99,266390,0,0,0,1,0,1
rise of nations: extended edition,19.99,287450,0,0,0,15,2,14
the entente gold,1.99,285480,0,0,0,1,1,0
freddi fish 5: the case of the creature of coral cove,6.99,294570,0,1,0,1,0,1
freddi fish 5: the case of the creature of coral cove,6.99,294570,0,0,0,1,0,1
ionball 2: ionstorm,4.99,287120,1,0,0,1,0,1
ionball 2: ionstorm,4.99,287120,0,0,0,1,0,1
flashout 2,4.99,298340,1,0,0,1,0,1
flashout 2,4.99,298340,0,0,0,1,0,1
dead bits,0.99,303390,1,0,0,11,6,13
dead bits,0.99,303390,0,0,0,11,6,13
pandora: first contact,29.99,287580,0,0,0,1,0,1
astebreed: definitive edition,19.99,283680,1,0,0,3,2,1
astebreed: definitive edition,19.99,283680,0,0,0,3,2,1
ampu-tea,4.99,289090,0,1,0,1,1,1
ampu-tea,4.99,289090,0,0,0,1,1,1
murdered: soul suspect,29.99,233290,1,0,0,5,2,4
murdered: soul suspect,29.99,233290,0,1,0,5,2,4
murdered: soul suspect,29.99,233290,0,0,0,5,2,4
battlepaths,4.99,296050,0,0,0,1,0,1
thehunter classic,0.0,253710,1,0,0,30,19,49
thehunter classic,0.0,253710,0,1,0,30,19,49
thehunter classic,0.0,253710,0,0,1,30,19,49
thehunter classic,0.0,253710,0,0,0,30,19,49
bus driver,7.99,302080,0,0,0,2,0,2
1001 spikes,14.99,260790,1,0,0,1,1,0
1001 spikes,14.99,260790,0,1,0,1,1,0
1001 spikes,14.99,260790,0,0,0,1,1,0
defiance,0.0,224600,1,0,0,36,8,36
defiance,0.0,224600,0,0,1,36,8,36
defiance,0.0,224600,0,0,0,36,8,36
noir syndrome,6.99,299780,0,1,0,1,0,1
noir syndrome,6.99,299780,0,0,0,1,0,1
trucks &amp; trailers,4.99,302060,0,0,0,0,0,1
meltdown,6.99,268220,1,0,0,2,2,0
meltdown,6.99,268220,0,0,0,2,2,0
among the sleep - enhanced edition,16.99,250620,1,0,0,7,0,7
among the sleep - enhanced edition,16.99,250620,0,1,0,7,0,7
among the sleep - enhanced edition,16.99,250620,0,0,0,7,0,7
axis game factory's agfpro zombie fps player dlc,14.99,270940,0,0,0,1,0,1
they breathe,1.99,294140,1,0,0,1,0,2
they breathe,1.99,294140,0,1,0,1,0,2
they breathe,1.99,294140,0,0,0,1,0,2
ibb &amp; obb,11.99,95400,1,0,0,5,0,5
ibb &amp; obb,11.99,95400,0,1,0,5,0,5
ibb &amp; obb,11.99,95400,0,0,0,5,0,5
watch_dogs™,29.99,243470,1,0,0,31,15,36
watch_dogs™,29.99,243470,0,1,0,31,15,36
final fantasy iii,15.99,239120,0,0,0,2,0,2
"warhammer 40,000: kill team",9.99,275610,1,0,0,1,0,2
hippocampal: the white sofa,4.99,300900,0,0,0,1,0,1
a story about my uncle,12.99,278360,0,1,0,5,1,4
a story about my uncle,12.99,278360,0,0,0,5,1,4
g-ball,0.99,296150,1,0,0,0,1,0
g-ball,0.99,296150,0,0,0,0,1,0
arcadecraft,9.99,297330,0,0,0,1,0,1
the great jitters: pudding panic,4.99,296650,1,0,0,1,0,1
the great jitters: pudding panic,4.99,296650,0,0,0,1,0,1
wolfenstein: the new order,19.99,201810,1,0,0,36,6,33
transistor,19.99,237930,1,0,0,34,2,32
transistor,19.99,237930,0,0,0,34,2,32
the last door - collector's edition,9.99,284390,0,1,0,1,0,1
the last door - collector's edition,9.99,284390,0,0,0,1,0,1
fiesta online na,0.0,300970,0,0,1,1,0,2
fiesta online na,0.0,300970,0,0,0,1,0,2
muffin knight,6.99,263700,1,0,0,0,1,0
muffin knight,6.99,263700,0,1,0,0,1,0
muffin knight,6.99,263700,0,0,0,0,1,0
rollercoaster tycoon® 2: triple thrill pack,9.99,285330,0,0,0,1,0,1
rollercoaster tycoon®: deluxe,5.99,285310,0,0,0,2,1,2
world of guns: gun disassembly,0.0,262410,0,0,1,23,4,25
world of guns: gun disassembly,0.0,262410,0,0,0,23,4,25
turbo dismount™,9.99,263760,1,0,0,22,4,19
turbo dismount™,9.99,263760,0,0,0,22,4,19
firefighters 2014,19.99,291910,1,0,0,1,0,1
firefighters 2014,19.99,291910,0,0,0,1,0,1
victim of xen,3.99,300220,0,1,0,1,0,1
victim of xen,3.99,300220,0,0,0,1,0,1
max: the curse of brotherhood,14.99,255390,0,1,0,1,0,1
always sometimes monsters,9.99,274310,0,0,0,6,2,4
speed kills,9.99,284930,1,0,0,1,1,0
speed kills,9.99,284930,0,0,0,1,1,0
radical roach remastered,6.99,301750,1,0,0,3,0,4
radical roach remastered,6.99,301750,0,1,0,3,0,4
radical roach remastered,6.99,301750,0,0,0,3,0,4
100% orange juice,6.99,282800,0,0,0,10,4,7
jumpdrive,9.99,291250,1,0,0,1,0,1
jumpdrive,9.99,291250,0,1,0,1,0,1
jumpdrive,9.99,291250,0,0,0,1,0,1
dynasty warriors 8: xtreme legends complete edition / 真・三國無双７ with 猛将伝,49.99,278080,1,0,0,8,4,7
memento mori 2,24.99,237970,0,1,0,0,1,0
memento mori 2,24.99,237970,0,0,0,0,1,0
running with rifles,14.99,270150,1,0,0,7,4,5
running with rifles,14.99,270150,0,0,0,7,4,5
full mojo rampage,12.99,225280,1,0,0,2,0,2
full mojo rampage,12.99,225280,0,0,0,2,0,2
crystal caves,4.99,358260,1,0,0,1,0,1
word rescue,4.99,358340,1,0,0,1,0,1
word rescue,4.99,358340,0,1,0,1,0,1
tesla effect: a tex murphy adventure,19.99,261510,0,1,0,1,0,1
tesla effect: a tex murphy adventure,19.99,261510,0,0,0,1,0,1
the impossible game,4.99,251630,0,0,0,4,1,3
supreme ruler 1936,12.99,244410,0,0,0,1,0,1
famaze,0.0,297210,0,0,0,1,0,1
famaze,0.0,297210,0,0,1,1,0,1
putt-putt® goes to the moon,6.99,294650,0,1,0,1,0,1
putt-putt® goes to the moon,6.99,294650,0,0,0,1,0,1
8bitboy™,3.99,296910,1,0,0,1,0,1
8bitboy™,3.99,296910,0,0,0,1,0,1
gunz 2: the second duel,0.0,242720,1,0,0,34,9,42
gunz 2: the second duel,0.0,242720,0,0,1,34,9,42
gunz 2: the second duel,0.0,242720,0,0,0,34,9,42
cinders,19.99,293680,0,1,0,1,1,0
cinders,19.99,293680,0,0,0,1,1,0
"spy fox 2 ""some assembly required""",6.99,292240,0,1,0,1,0,1
"spy fox 2 ""some assembly required""",6.99,292240,0,0,0,1,0,1
pajama sam 2: thunder and lightning aren't so frightening,6.99,292780,0,1,0,1,0,1
pajama sam 2: thunder and lightning aren't so frightening,6.99,292780,0,0,0,1,0,1
chaos domain,9.99,287100,1,0,0,0,0,1
chaos domain,9.99,287100,0,0,0,0,0,1
"sir, you are being hunted",19.99,242880,1,0,0,16,4,15
"sir, you are being hunted",19.99,242880,0,0,0,16,4,15
cosmo's cosmic adventure,4.99,358250,1,0,0,1,0,1
cosmo's cosmic adventure,4.99,358250,0,1,0,1,0,1
hocus pocus,4.99,358290,1,0,0,1,0,1
hocus pocus,4.99,358290,0,1,0,1,0,1
dark souls™ ii,39.99,236430,1,0,0,70,20,56
dark souls™ ii,39.99,236430,0,0,0,70,20,56
archeblade™,0.0,207230,1,0,0,29,9,28
archeblade™,0.0,207230,0,0,1,29,9,28
archeblade™,0.0,207230,0,0,0,29,9,28
canyon capers,6.99,275490,1,0,0,2,0,6
canyon capers,6.99,275490,0,0,0,2,0,6
the promised land,6.99,296240,0,1,0,1,0,1
the promised land,6.99,296240,0,0,0,1,0,1
battlepillars gold edition,4.99,280930,1,0,0,2,1,2
battlepillars gold edition,4.99,280930,0,0,0,2,1,2
daylight,9.99,230840,1,0,0,2,1,1
daylight,9.99,230840,0,1,0,2,1,1
daylight,9.99,230840,0,0,0,2,1,1
child of light,14.99,256290,0,0,0,9,2,9
evopollution,4.99,295990,0,0,0,0,0,1
trials fusion™,19.99,245490,0,0,0,3,0,4
aveyond 3-2: gates of night,9.99,278490,0,1,0,0,1,0
aveyond 3-2: gates of night,9.99,278490,0,0,0,0,1,0
overcast - walden and the werewolf,0.99,293180,1,0,0,2,1,1
overcast - walden and the werewolf,0.99,293180,0,1,0,2,1,1
overcast - walden and the werewolf,0.99,293180,0,0,0,2,1,1
millie,3.99,294230,1,0,0,1,0,1
millie,3.99,294230,0,0,0,1,0,1
the last federation,19.99,273070,0,0,0,1,0,1
thinking with time machine,0.0,286080,1,0,0,21,2,21
thinking with time machine,0.0,286080,0,1,0,21,2,21
thinking with time machine,0.0,286080,0,0,1,21,2,21
thinking with time machine,0.0,286080,0,0,0,21,2,21
skullgirls: big band,1.99,245175,1,0,0,1,0,1
skullgirls: big band,1.99,245175,0,0,0,1,0,1
life goes on: done to death,12.99,250050,1,0,0,1,0,1
life goes on: done to death,12.99,250050,0,1,0,1,0,1
life goes on: done to death,12.99,250050,0,0,0,1,0,1
wargame: red dragon,29.99,251060,0,0,0,13,2,12
superpower 2 steam edition,9.99,282400,0,0,0,1,0,1
nestalgia,9.99,249550,0,0,0,1,1,0
strike suit zero: director's cut,19.99,288370,1,0,0,1,0,1
strike suit zero: director's cut,19.99,288370,0,0,0,1,0,1
lego® the hobbit™,19.99,285160,1,0,0,4,3,3
lego® the hobbit™,19.99,285160,0,1,0,4,3,3
warlock 2: the exiled,19.99,205990,0,0,0,1,0,1
arma 3 zeus,69.99,275700,1,0,0,1,0,2
arma 3 zeus,69.99,275700,0,0,0,1,0,2
t.e.c. 3001,3.99,280910,1,0,0,1,0,1
t.e.c. 3001,3.99,280910,0,0,0,1,0,1
reignmaker,14.99,286200,0,1,0,1,1,1
reignmaker,14.99,286200,0,0,0,1,1,1
footlol: epic fail league,9.99,263740,1,0,0,3,0,3
footlol: epic fail league,9.99,263740,0,0,0,3,0,3
"spy fox in ""dry cereal""",6.99,283980,0,1,0,1,0,1
"spy fox in ""dry cereal""",6.99,283980,0,0,0,1,0,1
praetorians,4.99,277460,0,0,0,2,1,1
imperial glory,4.99,277450,0,0,0,1,0,1
adventure time: finn and jake's epic quest,9.99,258590,1,0,0,1,0,1
adventure time: finn and jake's epic quest,9.99,258590,0,1,0,1,0,1
beware planet earth,9.99,267340,0,0,0,0,0,1
creeper world 3: arc eternal,14.99,280220,0,0,0,3,1,2
spate,1.99,269810,1,0,0,0,1,0
spate,1.99,269810,0,1,0,0,1,0
spate,1.99,269810,0,0,0,0,1,0
my riding stables: life with horses,9.99,276340,0,0,0,2,0,2
yet another zombie defense,1.99,270550,1,0,0,35,3,35
yet another zombie defense,1.99,270550,0,0,0,35,3,35
bardbarian,7.99,269490,1,0,0,1,0,1
bardbarian,7.99,269490,0,1,0,1,0,1
bardbarian,7.99,269490,0,0,0,1,0,1
goat simulator,9.99,265930,0,0,0,239,43,219
real horror stories ultimate edition,1.99,281370,0,0,0,3,1,6
don't starve: reign of giants,4.99,282470,0,1,0,4,1,3
don't starve: reign of giants,4.99,282470,0,0,0,4,1,3
scourge: outbreak,7.99,227560,1,0,0,1,0,1
scourge: outbreak,7.99,227560,0,0,0,1,0,1
mxgp - the official motocross videogame,19.99,256370,0,0,0,1,0,1
breach &amp; clear,14.99,266130,1,0,0,3,0,3
breach &amp; clear,14.99,266130,0,0,0,3,0,3
montas,9.99,269350,0,1,0,1,1,1
montas,9.99,269350,0,0,0,1,1,1
betrayer,4.99,243120,1,0,0,1,0,1
betrayer,4.99,243120,0,1,0,1,0,1
betrayer,4.99,243120,0,0,0,1,0,1
ubersoldier ii,9.99,281410,1,0,0,1,1,0
explodemon,8.99,281820,1,0,0,1,1,1
explodemon,8.99,281820,0,1,0,1,1,1
explodemon,8.99,281820,0,0,0,1,1,1
call of duty®: ghosts,59.99,209160,1,0,0,49,32,60
litil divil,9.99,283430,1,0,0,1,0,1
litil divil,9.99,283430,0,1,0,1,0,1
revolution ace,4.99,274560,1,0,0,0,0,1
revolution ace,4.99,274560,0,1,0,0,0,1
revolution ace,4.99,274560,0,0,0,0,0,1
panzer corps,19.99,268400,0,0,0,1,0,1
nosferatu: the wrath of malachi,9.99,283290,1,0,0,2,0,3
nosferatu: the wrath of malachi,9.99,283290,0,1,0,2,0,3
city of steam: arkadia,0.0,266070,1,0,0,4,2,4
city of steam: arkadia,0.0,266070,0,0,1,4,2,4
city of steam: arkadia,0.0,266070,0,0,0,4,2,4
year walk,5.99,269050,0,1,0,7,2,5
year walk,5.99,269050,0,0,0,7,2,5
infested planet,14.99,204530,1,0,0,3,1,2
infested planet,14.99,204530,0,0,0,3,1,2
corporate lifestyle simulator,4.99,261880,1,0,0,1,0,1
corporate lifestyle simulator,4.99,261880,0,0,0,1,0,1
dragons and titans,0.0,263500,1,0,0,6,2,5
dragons and titans,0.0,263500,0,1,0,6,2,5
dragons and titans,0.0,263500,0,0,1,6,2,5
dragons and titans,0.0,263500,0,0,0,6,2,5
hard truck apocalypse / ex machina,7.99,285500,1,0,0,1,0,1
hard truck apocalypse / ex machina,7.99,285500,0,0,0,1,0,1
manga maker comipo,49.99,262490,0,0,0,1,0,1
obscure,6.99,254460,1,0,0,2,0,2
obscure,6.99,254460,0,1,0,2,0,2
obscure ii (obscure: the aftermath),9.99,254480,1,0,0,1,0,1
obscure ii (obscure: the aftermath),9.99,254480,0,1,0,1,0,1
pac-man museum™,19.99,236470,1,0,0,1,0,1
resident evil 4 / biohazard 4,19.99,254700,1,0,0,5,2,5
resident evil 4 / biohazard 4,19.99,254700,0,1,0,5,2,5
thief,29.99,239160,1,0,0,16,7,17
thief,29.99,239160,0,1,0,16,7,17
catzilla 4k - advanced,14.99,261920,0,0,0,1,0,1
one way heroics,3.49,266210,0,0,0,4,0,5
chuck's challenge 3d,3.99,262590,0,0,0,1,1,0
one finger death punch,4.99,264200,1,0,0,40,3,37
one finger death punch,4.99,264200,0,0,0,40,3,37
south park™: the stick of truth™,29.99,213670,1,0,0,76,5,73
south park™: the stick of truth™,29.99,213670,0,1,0,76,5,73
south park™: the stick of truth™,29.99,213670,0,0,0,76,5,73
tower of guns,14.99,266110,1,0,0,2,0,2
tower of guns,14.99,266110,0,0,0,2,0,2
drifter,11.99,259450,1,0,0,1,0,1
drifter,11.99,259450,0,0,0,1,0,1
blackguards: untold legends,2.99,281770,0,0,0,1,0,1
99 levels to hell,4.99,264280,1,0,0,0,1,1
99 levels to hell,4.99,264280,0,0,0,0,1,1
drunken robot pornography,14.99,209060,1,0,0,4,0,4
drunken robot pornography,14.99,209060,0,0,0,4,0,4
humanity asset,9.99,271640,1,0,0,0,0,1
humanity asset,9.99,271640,0,0,0,0,0,1
evilquest,1.99,263820,1,0,0,1,1,0
evilquest,1.99,263820,0,1,0,1,1,0
evilquest,1.99,263820,0,0,0,1,1,0
go! go! nippon! ~my first trip to japan~,9.99,251870,0,1,0,12,1,13
skyborn,14.99,278460,0,0,0,1,1,1
sudeki,5.99,233350,1,0,0,1,0,1
sudeki,5.99,233350,0,1,0,1,0,1
sudeki,5.99,233350,0,0,0,1,0,1
litecam game: 100 fps game capture,14.99,269290,0,0,0,2,0,2
warehouse and logistics simulator,9.99,273940,0,0,0,0,0,1
final fantasy xiv online,19.99,39210,0,0,0,6,0,9
dogs of war online,0.0,219700,0,0,1,2,0,2
dogs of war online,0.0,219700,0,0,0,2,0,2
nightmares from the deep: the cursed heart,9.99,259740,0,1,0,2,0,2
nightmares from the deep: the cursed heart,9.99,259740,0,0,0,2,0,2
jets'n'guns gold,6.99,262260,1,0,0,1,0,1
jets'n'guns gold,6.99,262260,0,0,0,1,0,1
fading hearts,14.99,259720,0,1,0,3,0,3
fading hearts,14.99,259720,0,0,0,3,0,3
super killer hornet: resurrection,4.99,271860,0,0,0,1,0,1
probably archery,4.99,263420,1,0,0,1,0,2
probably archery,4.99,263420,0,0,0,1,0,2
double dragon: neon,9.99,252350,1,0,0,4,0,4
double dragon: neon,9.99,252350,0,0,0,4,0,4
the lego® movie - videogame,19.99,267530,1,0,0,5,0,5
the lego® movie - videogame,19.99,267530,0,1,0,5,0,5
jazzpunk: director's cut,14.99,250260,0,1,0,20,2,20
jazzpunk: director's cut,14.99,250260,0,0,0,20,2,20
love,2.99,269270,1,0,0,4,0,4
love,2.99,269270,0,0,0,4,0,4
game tycoon 1.5,2.99,273770,0,0,0,0,1,0
//n.p.p.d. rush//- the milk of ultraviolet,3.99,270090,1,0,0,1,0,2
//n.p.p.d. rush//- the milk of ultraviolet,3.99,270090,0,0,0,1,0,2
let's sing,14.99,268260,0,0,0,1,0,1
sniper art of victory,2.99,271500,1,0,0,2,0,2
loadout steam launch starter pack,19.99,271520,1,0,0,1,0,1
loadout steam launch starter pack,19.99,271520,0,0,1,1,0,1
loadout steam launch starter pack,19.99,271520,0,0,0,1,0,1
loadout,0.0,208090,1,0,0,316,61,299
loadout,0.0,208090,0,0,1,316,61,299
